"category","title","level","description","starter_code","test_cases","hints","id","function_name"
"data-structures","İki Listenin Kesişimi","beginner","İki koleksiyondaki ortak elemanları bul.
Performans senin kararın: O(n²","def intersection(nums: dict) -> list | list[int] | list[str]:
    pass","[{""input"": {""a"": [1, 2, 3, 4], ""b"": [3, 4, 5, 6]}, ""expected"": [3, 4]}, {""input"": {""a"": [""x"", ""y""], ""b"": [""y"", ""z""]}, ""expected"": [""y""]}, {""input"": {""a"": [1, 2], ""b"": [3, 4]}, ""expected"": []}]","[""💡 İpucu 1: İki döngü O(n*m). Daha hızlı yol: birini okumaya hazır yap."", ""💡 İpucu 2: Hangi veri yapısı arama (lookup) için O(1)?"", ""💡 İpucu 3: set yapısı O(1) arama yapar. set(a) & set(b).""]","111","intersection"
"data-structures","En Sık Geçen Eleman","beginner","Bir koleksiyonda en çok geçen elemanı bul.
Birden fazla aynı frekansta varsa ilkini döndür.","def most_frequent(n: int, k: int, pos: int, threshold: int, count: int, n2: int, n3: int) -> int | str:
    pass","[{""input"": [1, 2, 3, 2, 4, 2, 5], ""expected"": 2}, {""input"": [""a"", ""b"", ""a"", ""c""], ""expected"": ""a""}, {""input"": [1, 2], ""expected"": 1}]","[""💡 İpucu 1: Her elemanın frekansını tut."", ""💡 İpucu 2: collections.Counter kullanabilirsin veya dict."", ""💡 İpucu 3: counter.most_common(1) ile en sık olanı al.""]","112","most_frequent"
"data-structures","Stack ve Queue Simülasyonu","intermediate","Bir closure factory yaz. mode=""queue"" verildiğinde FIFO (kuyruk), mode=""stack"" verildiğinde LIFO (yığın) davranan bir nesne döndür. Nesnenin add(x) ve remove() metodu olsun; remove() eklenen değeri döndürür.","def container(mode: str):
    storage = []

    def add(x):
        pass

    def remove():
        pass

    return add, remove","[{""ops"": [""container"", ""add"", ""add"", ""add"", ""remove"", ""remove"", ""remove""], ""args"": [[""queue""], [1], [2], [3], [], [], []], ""expected"": [null, null, null, null, 1, 2, 3], ""description"": ""queue FIFO""}, {""ops"": [""container"", ""add"", ""add"", ""add"", ""remove"", ""remove""], ""args"": [[""stack""], [1], [2], [3], [], []], ""expected"": [null, null, null, null, 3, 2], ""description"": ""stack LIFO""}, {""ops"": [""container"", ""add"", ""remove"", ""remove""], ""args"": [[""queue""], [42], [], []], ""expected"": [null, null, 42, null], ""description"": ""tek eleman queue""}]","[""💡 İpucu 1: Closure kullan — dıştaki storage listesi korunur."", ""💡 İpucu 2: mode='queue' ise eklerken append, çıkarırken pop(0) veya collections.deque kullan."", ""💡 İpucu 3: mode='stack' ise append/pop() yeterli (LIFO).""]","113","container"
"data-structures","Otomatik Gruplama","intermediate","Çiftlerden (key, value) oluşan bir listeyi anahtara göre grupla.
Sonuç: {key: [value1, value2, ...]} sözlüğü.
Gruplama sırası korunur.","def group_pairs(tokens: list[str], texts: list[str], strs: list[str]) -> dict:
    pass","[{""input"": [[""A"", ""elma""], [""A"", ""armut""], [""B"", ""muz""]], ""expected"": {""A"": [""elma"", ""armut""], ""B"": [""muz""]}, ""description"": ""tipik""}, {""input"": [[""x"", 1]], ""expected"": {""x"": [1]}, ""description"": ""tek çift""}, {""input"": [], ""expected"": {}, ""description"": ""boş liste""}, {""input"": [[""k"", ""v1""], [""k"", ""v2""], [""k"", ""v3""]], ""expected"": {""k"": [""v1"", ""v2"", ""v3""]}, ""description"": ""aynı anahtardan 3 tane""}]","[""💡 İpucu 1: Sıradan dict'te her key için önce kontrol gerekir (if x not in d)."", ""💡 İpucu 2: defaultdict(list) ile ilk erişimde boş liste oluşur."", ""💡 İpucu 3: 'd[key].append(value)' ile direkt ekle.""]","114","group_pairs"
"data-structures","İç içe 1 seviye listeyi düzleştir","beginner","İç içe 1 seviye listeyi düzleştir.
[[1,2], [3,4], [5]] → [1, 2, 3, 4, 5]
Hangi yol daha okunur?","def flatten(nums: list[int], lst: list[int], arr2: list[int]) -> list[int] | list[str]:
    pass","[{""input"": [[1, 2], [3, 4], [5]], ""expected"": [1, 2, 3, 4, 5]}, {""input"": [[""a"", ""b""], [""c""]], ""expected"": [""a"", ""b"", ""c""]}]","[""💡 İpucu 1: List comprehension ile iç içe döngü."", ""💡 İpucu 2: functools.reduce + operator.add."", ""💡 İpucu 3: itertools.chain.from_iterable(nested).""]","115","flatten"
"data-structures","Lazy Üretici","intermediate","Bellek tasarrufu için 0'dan n-1'e kadar sayı üreten generator fonksiyonu yaz.
yield kullan; n=0 ise hiç eleman üretmez.
Sonuç list olarak verilecekse eager çevrim yapılabilir.","def range_gen(n: int) -> list | list[int]:
    pass","[{""input"": 5, ""expected"": [0, 1, 2, 3, 4], ""description"": ""tipik""}, {""input"": 0, ""expected"": [], ""description"": ""sınır n=0""}, {""input"": 1, ""expected"": [0], ""description"": ""sınır n=1""}, {""input"": 3, ""expected"": [0, 1, 2], ""description"": ""küçük n""}]","[""💡 İpucu 1: 'def' içinde 'yield' yaz → otomatik generator olur."", ""💡 İpucu 2: list(range_gen(5)) → [0, 1, 2, 3, 4]"", ""💡 İpucu 3: range() de generator döndürür, aynı mantık.""]","116","range_gen"
"data-structures","Sıralı Dizide Hızlı Arama","intermediate","Sıralı bir koleksiyonda belirli bir değeri hızlıca bul.
O(n","def in_sorted(x: dict) -> bool:
    pass","[{""input"": {""sorted_items"": [1, 3, 5, 7, 9], ""value"": 5}, ""expected"": true}, {""input"": {""sorted_items"": [1, 3, 5, 7, 9], ""value"": 4}, ""expected"": false}, {""input"": {""sorted_items"": [], ""value"": 1}, ""expected"": false}]","[""💡 İpucu 1: Doğrusal arama O(n), binary search O(log n)."", ""💡 İpucu 2: İki işaretçi (sol, sağ), orta nokta bul."", ""💡 İpucu 3: bisect modülü hazır binary search sağlar.""]","117","in_sorted"
"data-structures","Top-K En Küçük Eleman","intermediate","Bir koleksiyondaki en küçük K elemanı döndür.
Listeyi tam sıralama (O(n log n","def top_k_smallest(nums: dict) -> list[int]:
    pass","[{""input"": {""items"": [5, 2, 8, 1, 9, 3], ""k"": 3}, ""expected"": [1, 2, 3]}, {""input"": {""items"": [10, 20, 5, 15], ""k"": 2}, ""expected"": [5, 10]}]","[""💡 İpucu 1: sorted(items)[:k] basit ama O(n log n)."", ""💡 İpucu 2: heapq modülü heap (min-heap) verir."", ""💡 İpucu 3: heapq.nsmallest(k, items) — O(n log k).""]","118","top_k_smallest"
"data-structures","Kelime Frekansı","beginner","Bir metindeki kelime frekanslarını dict olarak döndür.
Noktalama ve büyük/küçük harf duyarlı olmasın.","def word_frequency(text: str) -> dict:
    pass","[{""input"": ""Python çok güzel. Python mülakat için."", ""expected"": {""python"": 2, ""çok"": 1, ""güzel"": 1, ""mülakat"": 1, ""için"": 1}, ""description"": ""tipik""}, {""input"": """", ""expected"": {}, ""description"": ""boş string""}, {""input"": ""bir iki bir üç iki bir"", ""expected"": {""bir"": 3, ""iki"": 2, ""üç"": 1}, ""description"": ""basit""}, {""input"": ""Hello, hello! HELLO."", ""expected"": {""hello"": 3}, ""description"": ""case-insensitive + noktalama""}]","[""💡 İpucu 1: .lower() ve regex ile kelimeleri ayır."", ""💡 İpucu 2: Counter kullan — en kısa yol."", ""💡 İpucu 3: dict.items() ile manual sayım da olur.""]","119","word_frequency"
"data-structures","Zip ile Ters Çevirme","beginner","Aynı uzunluktaki birden fazla listeyi tek bir liste oluştur.
Liste-içinde-liste yap.
[(1, 'a', 'x'","def cols_to_rows(nums: list[int], tokens: list[str]) -> list[list[int | float]] | list[list[int]]:
    pass","[{""input"": [[1, 2, 3], [""a"", ""b"", ""c""]], ""expected"": [[1, ""a""], [2, ""b""], [3, ""c""]]}, {""input"": [[1, 2], [3, 4], [5, 6]], ""expected"": [[1, 3, 5], [2, 4, 6]]}]","[""💡 İpucu 1: zip(*columns) sihirli bir araç — 'unpacking' yapısı."", ""💡 İpucu 2: list(zip(*columns)) her satır tuple verir."", ""💡 İpucu 3: list içinde [list(row) for row in zip(*columns)] ile düzleştir.""]","120","cols_to_rows"
"data-structures","Çoklu Anahtara Göre Sıralama","intermediate","Bir sözlük listesini çoklu anahtara göre sırala.
Önce yaşa göre artan, sonra ada göre alfabetik.
Yapıyı sen seç.","def sort_people(mapping: dict, data: dict, mapping2: dict, mapping3: dict) -> list[dict]:
    pass","[{""input"": [{""name"": ""Ali"", ""age"": 30}, {""name"": ""Ayşe"", ""age"": 25}, {""name"": ""Mehmet"", ""age"": 30}, {""name"": ""Ayşe"", ""age"": 25}], ""expected"": [{""name"": ""Ayşe"", ""age"": 25}, {""name"": ""Ayşe"", ""age"": 25}, {""name"": ""Ali"", ""age"": 30}, {""name"": ""Mehmet"", ""age"": 30}], ""description"": ""tipik çoklu anahtar""}, {""input"": [{""name"": ""A"", ""age"": 20}], ""expected"": [{""name"": ""A"", ""age"": 20}], ""description"": ""tek eleman""}, {""input"": [{""name"": ""B"", ""age"": 30}, {""name"": ""A"", ""age"": 30}, {""name"": ""C"", ""age"": 30}], ""expected"": [{""name"": ""A"", ""age"": 30}, {""name"": ""B"", ""age"": 30}, {""name"": ""C"", ""age"": 30}], ""description"": ""aynı yaş, ada göre""}, {""input"": [], ""expected"": [], ""description"": ""boş liste""}]","[]","121","sort_people"
"list-dict","İki Listenin Simetrik Farkı","beginner","İki listeyi parametre al. Yalnızca bir listede bulunan elemanları
(simetrik fark","def symmetric_diff(nums: list[int], lst: list[int]) -> list[int]:
    pass","[{""input"": [[1, 2, 3], [3, 4, 5]], ""expected"": [1, 2, 4, 5], ""description"": ""klasik simetrik fark""}, {""input"": [[1, 1, 2], [2, 3]], ""expected"": [1, 3], ""description"": ""tekrarlar kaldirilir""}, {""input"": [[], [1, 2]], ""expected"": [1, 2], ""description"": ""bos liste""}]","[""💡 İpucu 1: set.symmetric_difference() kullanabilirsin."", ""💡 İpucu 2: (a ^ b) küme operatörü de çalışır."", ""💡 İpucu 3: list döndürmek istersen sorted() ile sırala.""]","122","symmetric_diff"
"python-basics","Bir cümleyi kelimelere ayır ama noktalama işare...","beginner","Bir cümleyi kelimelere ayır ama noktalama işaretlerini kelimeye
yapıştırarak bırak. Örn: ""Merhaba, dünya!"" -> [""Merhaba,"", ""dünya!""]
Yapıyı sen seç.","def split_keep_punct(x: str) -> list[str]:
    pass","[{""input"": ""Merhaba, dünya!"", ""expected"": [""Merhaba,"", ""dünya!""], ""description"": ""temel noktalama""}, {""input"": ""Python mı?"", ""expected"": [""Python"", ""mı?""], ""description"": ""soru işareti""}, {""input"": ""a b c"", ""expected"": [""a"", ""b"", ""c""], ""description"": ""düz metin""}]","[""💡 İpucu 1: re.findall(r\""\\w+[\\w]*\\S*\"", s) deneyebilirsin."", ""💡 İpucu 2: Karakter karakter gezip harf olmayanları sınır olarak kullan."", ""💡 İpucu 3: split() noktalamayı kaybeder, findall daha iyi.""]","123","split_keep_punct"
"algorithms","Bir dizide n/2'den fazla geçen elemanı bul","intermediate","Bir dizide n/2'den fazla geçen elemanı bul. Her zaman böyle bir
eleman var. Veri yapısı kullanmadan, O(1","def majority_element(n: int, k: int, pos: int) -> int:
    pass","[{""input"": [3, 2, 3], ""expected"": 3, ""description"": ""tek majority""}, {""input"": [2, 2, 1, 1, 1, 2, 2], ""expected"": 2, ""description"": ""uzun dizi""}, {""input"": [1], ""expected"": 1, ""description"": ""tek eleman""}]","[""💡 İpucu 1: Boyer-Moore Voting Algorithm kullan."", ""💡 İpucu 2: candidate tut, count artır/azalt."", ""💡 İpucu 3: Son aday kesin çözüm (garanti varken).""]","124","majority_element"
"data-structures","Bir dict ver","beginner","Bir dict ver. Anahtarlarını value'ya göre artan sırala.
Value eşitse alfabetik olarak anahtara göre sırala.
Sonuç: [(key, value","def sort_by_value(x: dict) -> list | list[list[str]]:
    pass","[{""input"": {""banana"": 3, ""apple"": 3, ""cherry"": 1}, ""expected"": [[""cherry"", 1], [""apple"", 3], [""banana"", 3]], ""description"": ""tie-break""}, {""input"": {""a"": 2, ""b"": 1}, ""expected"": [[""b"", 1], [""a"", 2]], ""description"": ""basit""}, {""input"": {}, ""expected"": [], ""description"": ""bos dict""}]","[]","125","sort_by_value"
"python-basics","İki tam sayının ortalamasını hesapla","intermediate","İki tam sayının ortalamasını hesapla. (a + b) / 2.
Float sonuç döndür (örn. (3 + 4) / 2 = 3.5).
Negatif sayılar da geçerli.","def average(n: int, k: int) -> int:
    pass","[{""input"": [10, 20], ""expected"": 15, ""description"": ""pozitif""}, {""input"": [-5, 5], ""expected"": 0, ""description"": ""negatif + pozitif""}, {""input"": [3, 7], ""expected"": 5, ""description"": ""tek sayi""}, {""input"": [0, 0], ""expected"": 0, ""description"": ""iki sıfır""}]","[""💡 İpucu 1: (a & b) + ((a ^ b) >> 1) bitsel çözüm."", ""💡 İpucu 2: Sıradan: (a + b) // 2."", ""💡 İpucu 3: (a // 2) + (b // 2) + ((a % 2 + b % 2) // 2).""]","126","average"
"pandas","DataFrame\","intermediate","Bir DataFrame\'in sayısal sütunlarını satır bazlı normalize et.
Yani her satır için: (x - min","def row_normalize(nums: list[int], lst: list[int]) -> list[list[float]] | list[list[int]]:
    pass","[{""input"": [[1, 2], [3, 4]], ""expected"": [[0.0, 1.0], [0.0, 1.0]], ""description"": ""basit kare""}, {""input"": [[10, 20, 30]], ""expected"": [[0.0, 0.5, 1.0]], ""description"": ""tek satir""}, {""input"": [[5, 5]], ""expected"": [[0, 0]], ""description"": ""sabit satir""}]","[""💡 İpucu 1: df.select_dtypes(include=\""number\"").sub(df.min(axis=1), axis=0).div(df.max(axis=1) - df.min(axis=1), axis=0)"", ""💡 İpucu 2: axis=1 satır bazlı demek."", ""💡 İpucu 3: max == min olan satırlarda 0/0 olur, NaN döner.""]","127","row_normalize"
"algorithms","Bir dizideki en uzun kesin artan altdizinin uzu...","intermediate","Bir dizideki en uzun kesin artan altdizinin uzunluğunu bul.
Örn: [10, 9, 2, 5, 3, 7, 101, 18] -> 4 (2, 3, 7, 18 veya 2, 5, 7, 101","def length_of_lis(n: int, k: int, pos: int, threshold: int, count: int, n2: int, n3: int, n4: int) -> int:
    pass","[{""input"": [10, 9, 2, 5, 3, 7, 101, 18], ""expected"": 4, ""description"": ""klasik""}, {""input"": [0, 1, 0, 3, 2, 3], ""expected"": 4, ""description"": ""tekrar""}, {""input"": [7, 7, 7, 7], ""expected"": 1, ""description"": ""sabit dizi""}]","[""💡 İpucu 1: Patience sorting / binary search ile O(n log n)."", ""💡 İpucu 2: bisect_left ile uygun pozisyonu bul."", ""💡 İpucu 3: O(n²) DP de çalışır ama yavaş.""]","128","length_of_lis"
"algorithms","Çakışan aralıkları birleştir","intermediate","Çakışan aralıkları birleştir. Sonuç: çakışmayan, sıralı aralıklar.
Girdi: [[1,3],[2,6],[8,10],[15,18]] -> [[1,6],[8,10],[15,18]]
Yapıyı sen seç.","def merge_intervals(nums: list[int], lst: list[int], arr2: list[int], arr3: list[int]) -> list | list[list[int]]:
    pass","[{""input"": [[1, 3], [2, 6], [8, 10], [15, 18]], ""expected"": [[1, 6], [8, 10], [15, 18]], ""description"": ""klasik""}, {""input"": [[1, 4], [4, 5]], ""expected"": [[1, 5]], ""description"": ""temas birlesir""}, {""input"": [], ""expected"": [], ""description"": ""bos liste""}]","[""💡 İpucu 1: önce start'a göre sırala."", ""💡 İpucu 2: sıralı liste gezip current.end >= next.start ise birleştir."", ""💡 İpucu 3: stack mantığı da kullanılabilir.""]","129","merge_intervals"
"pandas","DataFrame\","intermediate","DataFrame\'deki kategorik sütunlarda NaN değerleri en sık geçen
değerle (mode","def fill_categorical_nan(x: str) -> str:
    pass","[{""input"": ""df with NaN in 'city' column"", ""expected"": ""df with NaN filled by mode"", ""description"": ""temel""}, {""input"": ""df all numeric"", ""expected"": ""df unchanged"", ""description"": ""sayisal dokunulmaz""}, {""input"": ""df no NaN"", ""expected"": ""df unchanged"", ""description"": ""bos is yok""}]","[]","130","fill_categorical_nan"
"python-basics","Listedeki Yinelenenleri Say","beginner","Bir listedeki elemanların kaç kez geçtiğini dict olarak döndür.
Sıra önemsiz. Yapıyı sen seç.","def count_items(n: int, k: int, pos: int, threshold: int, count: int, n2: int) -> dict:
    pass","[{""input"": [1, 2, 2, 3, 3, 3], ""expected"": {""1"": 1, ""2"": 2, ""3"": 3}, ""description"": ""basit""}, {""input"": [], ""expected"": {}, ""description"": ""bos liste""}, {""input"": [""a"", ""a"", ""b""], ""expected"": {""a"": 2, ""b"": 1}, ""description"": ""string""}]","[""💡 İpucu 1: collections.Counter(items)."", ""💡 İpucu 2: dict.get(k, 0) + 1 döngüsü."", ""💡 İpucu 3: defaultdict(int) kullanabilirsin.""]","131","count_items"
"data-structures","Deque Kullanarak Kayan Pencere Maksimumu","intermediate","Bir dizide k boyutunda kayan pencere ile her pencerenin maksimumunu bul.
O(n","def max_sliding_window(nums: list[int], n: int) -> list[int]:
    pass","[{""input"": [[1, 3, -1, -3, 5, 3, 6, 7], 3], ""expected"": [3, 3, 5, 5, 6, 7], ""description"": ""klasik""}, {""input"": [[1], 1], ""expected"": [1], ""description"": ""tek eleman""}, {""input"": [[9, 11], 2], ""expected"": [11], ""description"": ""k=2""}]","[""💡 İpucu 1: deque tut, index'leri sakla."", ""💡 İpucu 2: eski ve küçük index'leri çıkar."", ""💡 İpucu 3: her adımda deque[0] = pencere max.""]","132","max_sliding_window"
"python-basics","İki listenin ortak elemanlarını, ilk listenin s...","beginner","İki listenin ortak elemanlarını, ilk listenin sırası koruyarak döndür.
Yapıyı sen seç.","def common_in_order(nums: list[int], lst: list[int]) -> list | list[int]:
    pass","[{""input"": [[1, 2, 3, 4], [3, 4, 5, 6]], ""expected"": [3, 4], ""description"": ""temel""}, {""input"": [[1, 1, 2], [1, 2, 2]], ""expected"": [1, 1, 2], ""description"": ""tekrarlar korunur""}, {""input"": [[], [1]], ""expected"": [], ""description"": ""bos liste""}]","[""💡 İpucu 1: set(b) oluştur, sonra a'da gez, varsa ekle."", ""💡 İpucu 2: list comprehension ile tek satır."", ""💡 İpucu 3: dict.fromkeys ile tekrarı at.""]","133","common_in_order"
"list-dict","Sözlük Anahtarlarını Swap ile Değiştir","beginner","Bir dict\'in anahtarları ile değerlerini yer değiştir.
Değerler benzersiz olmalı. Yapıyı sen seç.","def invert_dict(x: dict) -> dict:
    pass","[{""input"": {""a"": 1, ""b"": 2, ""c"": 3}, ""expected"": {""1"": ""a"", ""2"": ""b"", ""3"": ""c""}, ""description"": ""temel""}, {""input"": {""x"": ""y""}, ""expected"": {""y"": ""x""}, ""description"": ""tekil""}, {""input"": {}, ""expected"": {}, ""description"": ""bos dict""}]","[""💡 İpucu 1: {v: k for k, v in d.items()}"", ""💡 İpucu 2: dict comprehension en kısa."", ""💡 İpucu 3: zip ile de yapılabilir: dict(zip(d.values(), d.keys())).""]","134","invert_dict"
"data-structures","Bir string\'deki parantezlerin (","beginner","Bir string'deki parantezlerin dengeli olup olmadığını kontrol et.
Üç tip parantez: (), [], {}. Sadece bu karakterler dikkate alınır.
Açılışta stack'e push, kapanışta pop ve eşleşme kontrolü.","def is_balanced(s: str) -> bool:
    pass","[{""input"": ""()[]{}"", ""expected"": true, ""description"": ""hepsi doğru""}, {""input"": ""(]"", ""expected"": false, ""description"": ""yanlış cins""}, {""input"": ""([)]"", ""expected"": false, ""description"": ""iç içe yanlış""}, {""input"": ""{[]}"", ""expected"": true, ""description"": ""iç içe doğru""}, {""input"": ""([{}])"", ""expected"": true, ""description"": ""üç seviye iç içe""}]","[""💡 İpucu 1: dict ile kapanis->acilis eslemesi tut."", ""💡 İpucu 2: stack oluştur, acilanlari push, kapananla esle."", ""💡 İpucu 3: en sonunda stack bos olmali.""]","135","is_balanced"
"algorithms","Bir linked list\'te döngü var mı? Tortoise-Hare...","intermediate","Bir linked list\'te döngü var mı? Tortoise-Hare (Floyd","def has_cycle(nums: str) -> bool:
    pass","[{""input"": ""linked list with cycle"", ""expected"": true, ""description"": ""dongulu""}, {""input"": ""linear list"", ""expected"": false, ""description"": ""duz""}, {""input"": ""single node no cycle"", ""expected"": false, ""description"": ""tekil""}]","[""💡 İpucu 1: slow, fast = head, head."", ""💡 İpucu 2: slow birer, fast ikişer ilerler."", ""💡 İpucu 3: slow == fast ise dongu var.""]","136","has_cycle"
"list-dict","İki dict\'i birleştir","intermediate","İki dict\'i birleştir. Çakışan anahtarlarda ikincinin değeri kazansın.
Yapıyı sen seç.","def merge_dicts(mapping: dict, data: dict) -> dict:
    pass","[{""input"": [{""x"": 1, ""y"": 2}, {""y"": 3, ""z"": 4}], ""expected"": {""x"": 1, ""y"": 3, ""z"": 4}, ""description"": ""catisma""}, {""input"": [{""a"": 1}, {""b"": 2}], ""expected"": {""a"": 1, ""b"": 2}, ""description"": ""ayrik""}, {""input"": [{}, {""k"": ""v""}], ""expected"": {""k"": ""v""}, ""description"": ""bos a""}]","[""💡 İpucu 1: {**a, **b} Python 3.5+ syntax."", ""💡 İpucu 2: a | b Python 3.9+ operatörü."", ""💡 İpucu 3: dict(b.items() + a.items()) eski yöntem.""]","137","merge_dicts"
"algorithms","Pivotlanmış Binary Search","intermediate","Döndürülmüş sıralı dizide bir hedef değeri bul. Varsa index, yoksa -1.
[4,5,6,7,0,1,2] target=0 -> 4. O(log n","def search_rotated(nums: list[int], n: int) -> int:
    pass","[{""input"": [[4, 5, 6, 7, 0, 1, 2], 0], ""expected"": 4, ""description"": ""pivot ortada""}, {""input"": [[4, 5, 6, 7, 0, 1, 2], 3], ""expected"": -1, ""description"": ""yok""}, {""input"": [[1], 0], ""expected"": -1, ""description"": ""tekil yok""}]","[""💡 İpucu 1: Her adımda hangi yarının sıralı olduğunu belirle."", ""💡 İpucu 2: mid ile target'i karşılaştır."", ""💡 İpucu 3: duplicate'lerde O(log n) zorlaşır — LeetCode 81.""]","138","search_rotated"
"pandas","DataFrame\","beginner","Her sütun için NaN sayısını hesapla ve dict olarak döndür.
{column_name: nan_count}. Veri yapısı senin.","def nan_counts(x: str) -> str:
    pass","[{""input"": ""df with NaN in 2 cols"", ""expected"": ""{'a': 1, 'b': 2}"", ""description"": ""NaN var""}, {""input"": ""df no NaN"", ""expected"": ""{}"", ""description"": ""temiz""}, {""input"": ""df all NaN"", ""expected"": ""{'a': 5}"", ""description"": ""hepsi NaN""}]","[""💡 İpucu 1: df.isna().sum().to_dict() tek satırda çözer."", ""💡 İpucu 2: dict comprehension ile: {c: df[c].isna().sum() for c in df.columns}."", ""💡 İpucu 3: Series.sum() NaN'leri 0 sayar.""]","139","nan_counts"
"python-basics","İki string birbirinin permütasyonu mu? (aynı ka...","beginner","İki string birbirinin permütasyonu mu? (aynı karakterler farklı sırada","def is_permutation(s: str, text: str) -> bool:
    pass","[{""input"": [""abc"", ""bca""], ""expected"": true, ""description"": ""temel""}, {""input"": [""abc"", ""abd""], ""expected"": false, ""description"": ""farkli karakter""}, {""input"": ["""", """"], ""expected"": true, ""description"": ""bos-bos""}, {""input"": [""a"", ""aa""], ""expected"": false, ""description"": ""uzunluk farkli""}]","[""💡 İpucu 1: sorted(a) == sorted(b) en kısa."", ""💡 İpucu 2: Counter(a) == Counter(b) karakter sayıları."", ""💡 İpucu 3: Önce len kontrolü yap, erken çık.""]","140","is_permutation"
"data-structures","LRU Cache Uygulaması","intermediate","En az kullanılan (LRU) elemanı çıkaran bir cache sınıfı yaz.
get(key) ve put(key, value) operasyonları O(1) olmalı.
Kapasite dolduğunda en az kullanılan eleman çıkarılır.","def __init__(x: str) -> str:
    pass","[{""ops"": [""LRUCache"", ""put"", ""put"", ""get"", ""put"", ""get""], ""args"": [[2], [1, 1], [2, 2], [1], [3, 3], [2]], ""expected"": [null, null, null, 1, null, -1], ""description"": ""klasik LRU""}, {""ops"": [""LRUCache"", ""put"", ""get""], ""args"": [[1], [2, 1], [2]], ""expected"": [null, null, 1], ""description"": ""basit get""}, {""ops"": [""LRUCache"", ""put"", ""put"", ""put"", ""get""], ""args"": [[2], [1, 1], [2, 2], [3, 3], [1]], ""expected"": [null, null, null, null, -1], ""description"": ""1 çıkarıldı""}, {""ops"": [""LRUCache"", ""get"", ""put"", ""get""], ""args"": [[2], [2], [2, 6], [2]], ""expected"": [null, -1, null, 6], ""description"": ""overwrite""}]","[""💡 İpucu 1: collections.OrderedDict.move_to_end."", ""💡 İpucu 2: dict + doubly linked list (Node sınıfı)."", ""💡 İpucu 3: get hit ettiğinde sırayı sona taşı.""]","141","__init__"
"dynamic-programming","Climbing Stairs","beginner","n basamaklı bir merdiven var. Her adımda 1 veya 2 basamak çıkabilirsin.
Kaç farklı yol var?
Temel DP: dp[i] = dp[i-1] + dp[i-2] (Fibonacci).","def climb_stairs(n: int) -> int:
    # dp[1]=1, dp[2]=2, dp[i]=dp[i-1]+dp[i-2]
    pass","[{""input"": 2, ""expected"": 2}, {""input"": 3, ""expected"": 3}, {""input"": 5, ""expected"": 8}]","[""💡 dp[1]=1, dp[2]=2 ile başla"", ""💡 dp[i] = dp[i-1] + dp[i-2] (1 veya 2 basamak)"", ""💡 Son iki değeri değişkende tut, O(1) hafıza""]","142","climb_stairs"
"dynamic-programming","Coin Change","intermediate","Verilen coin listesi ile amount kadar para üret.
En az kaç coin gerekir? Olası değilse -1.
Unbounded knapsack.","def coin_change(coins: list, amount: int) -> int:
    # dp[i] = i amount icin minimum coin sayisi
    pass","[{""input"": {""coins"": [1, 5, 10, 25], ""amount"": 41}, ""expected"": 4}, {""input"": {""coins"": [2], ""amount"": 3}, ""expected"": -1}]","[""💡 dp[0]=0, dp[i]=min(dp[i-coin]+1 for coin in coins)"", ""💡 Sonsuz ile başlat (float('inf'))"", ""💡 Her coin için tüm amount'ları güncelle""]","143","coin_change"
"dynamic-programming","0/1 Knapsack","intermediate","Her item'ın weight ve value'su var. Kapasite W.
Maksimum value elde et (her item en fazla 1 kez).","def knapsack(weights: list, values: list, W: int) -> int:
    # dp[i][w] = ilk i item ile kapasite w icin max value
    pass","[{""input"": {""weights"": [1, 3, 4, 5], ""values"": [1, 4, 5, 7], ""W"": 7}, ""expected"": 9, ""description"": ""klasik örnek""}, {""input"": {""weights"": [2, 3], ""values"": [3, 4], ""W"": 5}, ""expected"": 7, ""description"": ""küçük örnek""}, {""input"": {""weights"": [10], ""values"": [60], ""W"": 5}, ""expected"": 0, ""description"": ""ağır item sığmaz""}, {""input"": {""weights"": [1, 2, 3], ""values"": [6, 10, 12], ""W"": 5}, ""expected"": 22, ""description"": ""hepsi sığar""}]","[""💡 2D DP tablosu: dp[i][w]"", ""💡 ya item'i al ya alma: max(dp[i-1][w], dp[i-1][w-weight]+value)"", ""💡 1D DP'ye indir (geriye doğru döngü)""]","144","knapsack"
"dynamic-programming","Longest Common Subsequence","advanced","İki string'in en uzun ortak alt dizisinin uzunluğu.
LCS — klasik 2D DP.","def lcs(text1: str, text2: str) -> int:
    # dp[i][j] = text1[:i] ve text2[:j] LCS
    pass","[{""input"": {""text1"": ""abcde"", ""text2"": ""ace""}, ""expected"": 3}, {""input"": {""text1"": ""abc"", ""text2"": ""abc""}, ""expected"": 3}]","[""💡 Eşit karakter: dp[i][j] = dp[i-1][j-1] + 1"", ""💡 Farklı: max(dp[i-1][j], dp[i][j-1])"", ""💡 Boş string base case""]","145","lcs"
"dynamic-programming","Longest Increasing Subsequence","advanced","Bir dizide en uzun kesin artan altdizinin uzunluğu.
LIS — O(n log n) patience sorting ile optimal.","def length_of_lis(nums: list) -> int:
    # O(n log n): bisect_left ile tails dizisi
    pass","[{""input"": [10, 9, 2, 5, 3, 7, 101, 18], ""expected"": 4}, {""input"": [0, 1, 0, 3, 2, 3], ""expected"": 4}]","[""💡 tails[i] = uzunluk i+1 olan LIS'in minimum son elemanı"", ""💡 bisect_left(tails, num) ile yer bul"", ""💡 len(tails) = cevap""]","146","length_of_lis"
